"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"27/04/2024";"1800";"19,1";"19,9";"19,1";"97,0";"97,0";"97,0";"18,7";"19,3";"18,7";"1005,6";"1005,9";"1005,0";"3,9";"197,0";"8,1";"148,90";"0,6"
"27/04/2024";"1900";"18,9";"19,2";"18,8";"97,0";"97,0";"97,0";"18,4";"18,8";"18,3";"1006,4";"1006,5";"1005,6";"5,2";"199,0";"9,0";"135,30";"1,2"
"27/04/2024";"2000";"18,6";"18,9";"18,5";"95,0";"97,0";"95,0";"17,9";"18,4";"17,8";"1007,5";"1007,5";"1006,2";"4,4";"191,0";"10,9";"90,90";"0,6"
"27/04/2024";"2100";"18,8";"19,2";"18,6";"84,0";"95,0";"84,0";"16,0";"18,0";"16,0";"1008,8";"1008,9";"1007,5";"5,9";"200,0";"12,1";"14,90";"0,0"
"27/04/2024";"2200";"18,9";"18,9";"18,6";"75,0";"84,0";"75,0";"14,5";"16,0";"14,3";"1009,9";"1010,2";"1008,7";"6,0";"195,0";"12,3";"0,20";"0,0"
"27/04/2024";"2300";"18,5";"18,9";"18,3";"70,0";"78,0";"70,0";"13,0";"14,6";"13,0";"1010,2";"1010,4";"1009,6";"5,5";"190,0";"12,4";"";"0,0"
"28/04/2024";"0000";"18,0";"18,5";"17,8";"70,0";"73,0";"69,0";"12,5";"13,5";"12,3";"1010,5";"1010,8";"1010,2";"3,4";"194,0";"12,4";"";"0,0"
"28/04/2024";"0100";"16,9";"18,2";"16,9";"74,0";"74,0";"67,0";"12,2";"12,4";"11,9";"1011,0";"1011,0";"1010,4";"2,3";"211,0";"6,4";"";"0,0"
"28/04/2024";"0200";"14,6";"16,9";"14,6";"87,0";"87,0";"74,0";"12,6";"12,8";"12,2";"1011,9";"1011,9";"1011,0";"1,0";"266,0";"4,4";"";"0,0"
"28/04/2024";"0300";"14,6";"14,8";"14,3";"88,0";"89,0";"86,0";"12,7";"12,7";"12,2";"1012,3";"1012,3";"1011,9";"1,8";"230,0";"3,8";"";"0,0"
"28/04/2024";"0400";"14,7";"14,9";"14,6";"84,0";"88,0";"84,0";"12,1";"12,7";"12,0";"1012,6";"1012,6";"1012,3";"1,9";"224,0";"4,2";"";"0,0"
"28/04/2024";"0500";"14,0";"14,8";"13,9";"90,0";"90,0";"84,0";"12,4";"12,4";"12,0";"1013,1";"1013,1";"1012,6";"1,7";"239,0";"3,5";"";"0,0"
"28/04/2024";"0600";"14,0";"14,4";"14,0";"92,0";"92,0";"90,0";"12,8";"12,9";"12,5";"1013,1";"1013,1";"1013,0";"2,0";"219,0";"4,0";"";"0,0"
"28/04/2024";"0700";"13,3";"14,1";"13,3";"88,0";"92,0";"88,0";"11,5";"12,8";"11,5";"1013,0";"1013,3";"1013,0";"1,7";"229,0";"4,3";"";"0,0"
"28/04/2024";"0800";"12,5";"13,3";"12,4";"94,0";"94,0";"88,0";"11,6";"11,7";"11,1";"1012,9";"1013,1";"1012,8";"1,2";"230,0";"3,5";"";"0,0"
"28/04/2024";"0900";"11,9";"12,6";"11,9";"94,0";"94,0";"94,0";"11,0";"11,6";"10,9";"1013,4";"1013,5";"1012,8";"1,4";"244,0";"2,7";"";"0,0"
"28/04/2024";"1000";"11,9";"12,1";"11,7";"94,0";"94,0";"93,0";"10,9";"11,1";"10,7";"1013,7";"1013,8";"1013,4";"1,4";"240,0";"3,0";"";"0,0"
"28/04/2024";"1100";"13,4";"13,4";"11,8";"93,0";"95,0";"92,0";"12,2";"12,2";"10,9";"1014,3";"1014,3";"1013,7";"1,4";"255,0";"3,2";"308,30";"0,0"
"28/04/2024";"1200";"15,4";"15,5";"13,4";"81,0";"93,0";"80,0";"12,1";"12,5";"12,0";"1015,0";"1015,0";"1014,3";"2,5";"238,0";"5,3";"827,50";"0,0"
"28/04/2024";"1300";"16,8";"16,9";"15,4";"74,0";"81,0";"74,0";"12,2";"12,7";"11,8";"1015,2";"1015,2";"1014,9";"2,6";"221,0";"5,3";"1625,80";"0,0"
"28/04/2024";"1400";"17,6";"18,2";"16,7";"69,0";"75,0";"65,0";"11,8";"12,9";"11,0";"1014,9";"1015,2";"1014,9";"2,2";"213,0";"4,4";"2153,80";"0,0"
"28/04/2024";"1500";"18,8";"19,0";"17,6";"63,0";"72,0";"60,0";"11,7";"12,6";"10,9";"1014,4";"1014,9";"1014,3";"1,8";"218,0";"4,2";"2472,80";"0,0"
"28/04/2024";"1600";"19,7";"19,8";"18,6";"61,0";"65,0";"55,0";"12,0";"12,1";"9,9";"1013,9";"1014,4";"1013,9";"2,0";"273,0";"4,7";"2577,30";"0,0"
"28/04/2024";"1700";"20,2";"20,5";"19,0";"53,0";"63,0";"48,0";"10,4";"12,2";"8,4";"1013,1";"1013,9";"1013,1";"1,3";"264,0";"5,6";"2452,90";"0,0"
"28/04/2024";"1800";"19,9";"20,7";"19,4";"50,0";"58,0";"48,0";"9,0";"11,6";"8,7";"1013,1";"1013,2";"1013,0";"2,1";"220,0";"4,3";"2095,50";"0,2"
"28/04/2024";"1900";"19,5";"21,3";"19,3";"54,0";"57,0";"46,0";"10,0";"10,8";"8,8";"1013,1";"1013,2";"1013,0";"1,5";"138,0";"4,3";"1540,00";"0,0"
"28/04/2024";"2000";"18,1";"19,6";"18,1";"57,0";"59,0";"53,0";"9,5";"11,0";"9,4";"1013,5";"1013,5";"1013,1";"1,8";"153,0";"4,7";"843,90";"0,0"
"28/04/2024";"2100";"15,0";"18,1";"15,0";"74,0";"74,0";"57,0";"10,4";"10,4";"9,4";"1013,9";"1013,9";"1013,5";"0,7";"178,0";"4,0";"178,80";"0,0"
"28/04/2024";"2200";"13,5";"15,0";"13,4";"86,0";"86,0";"74,0";"11,2";"11,2";"10,0";"1014,2";"1014,2";"1013,9";"0,5";"204,0";"2,3";"";"0,0"
"28/04/2024";"2300";"13,1";"13,6";"13,1";"90,0";"90,0";"86,0";"11,5";"11,8";"11,2";"1014,2";"1014,4";"1014,2";"0,3";"45,0";"1,5";"";"0,0"
"29/04/2024";"0000";"13,5";"13,7";"13,0";"89,0";"91,0";"89,0";"11,8";"12,2";"11,3";"1014,2";"1014,3";"1014,1";"0,9";"153,0";"2,0";"";"0,0"
